date, Generation forecast, System load forecast,OT
2011/2/5 18:00,65488,65600,57.335
2011/2/5 19:00,66858,70300,57.549
2011/2/5 20:00,64909,68100,53.197
2011/2/5 21:00,63282,65200,45.802
2011/2/5 22:00,64017,63100,53.025
2011/2/5 23:00,64733,67700,55.867
2011/2/6 0:00,61646,65800,45
2011/2/6 1:00,60442,62000,41.52
2011/2/6 2:00,60146,62300,26.934
2011/2/6 3:00,59465,58500,19.149
2011/2/6 4:00,57938,56000,19.137
2011/2/6 5:00,57125,54700,19.12
2011/2/6 6:00,57691,54700,15.581
2011/2/6 7:00,59318,55400,15.972
2011/2/6 8:00,59666,56200,21.584
2011/2/6 9:00,59999,58200,41.52
2011/2/6 10:00,61909,61000,46.678
2011/2/6 11:00,62922,62400,48.775
2011/2/6 12:00,62630,63500,47.7
2011/2/6 13:00,61331,65300,41.092
2011/2/6 14:00,60279,60000,23.781
2011/2/6 15:00,58482,57400,20.194
2011/2/6 16:00,57698,55500,23.106
2011/2/6 17:00,60315,55600,43.3
2011/2/6 18:00,65038,60200,58.052
2011/2/6 19:00,67763,66800,59.731
2011/2/6 20:00,65751,67300,53.555
2011/2/6 21:00,63230,64500,44.96
2011/2/6 22:00,62597,62000,45
2011/2/6 23:00,63558,65800,44.17
2011/2/7 0:00,61931,63700,50.831
2011/2/7 1:00,61384,60500,48.05
2011/2/7 2:00,61461,61900,42.5
2011/2/7 3:00,60448,58900,24.01
2011/2/7 4:00,60070,57100,25.115
2011/2/7 5:00,61464,57900,44.123
2011/2/7 6:00,64767,62000,56.331
2011/2/7 7:00,70862,70200,66.03
2011/2/7 8:00,72960,74800,65.598
2011/2/7 9:00,73026,74800,64.12
2011/2/7 10:00,72244,74500,63.977
2011/2/7 11:00,71687,73600,61.68
2011/2/7 12:00,70589,73600,61.172
2011/2/7 13:00,69134,73600,55.37
2011/2/7 14:00,67264,70700,49.474
2011/2/7 15:00,66880,68500,45.892
2011/2/7 16:00,66716,67100,46.324
2011/2/7 17:00,67909,67000,52.547
2011/2/7 18:00,71356,70900,64.713
2011/2/7 19:00,73585,77300,64.244
2011/2/7 20:00,69501,74900,57
2011/2/7 21:00,65658,69800,46.124
2011/2/7 22:00,65521,65900,51.147
2011/2/7 23:00,65396,69400,50.833
2011/2/8 0:00,62945,67100,52.538
2011/2/8 1:00,61790,63500,52.892
2011/2/8 2:00,61945,64700,45.325
2011/2/8 3:00,61161,61800,34.94
2011/2/8 4:00,61129,59900,40.012
2011/2/8 5:00,61821,60300,46.154
2011/2/8 6:00,65138,64000,51.463
2011/2/8 7:00,70356,71800,61.192
2011/2/8 8:00,71441,76300,61.224
2011/2/8 9:00,71872,75900,63.195
2011/2/8 10:00,71693,75500,65.26
2011/2/8 11:00,71142,75000,63.654
2011/2/8 12:00,69965,75500,62.995
2011/2/8 13:00,68573,75400,60.409
2011/2/8 14:00,67234,72800,54.864
2011/2/8 15:00,66018,70600,51.941
2011/2/8 16:00,66246,69300,57.146
2011/2/8 17:00,68137,69100,62.958
2011/2/8 18:00,73028,72400,69.778
2011/2/8 19:00,75132,78900,67.936
2011/2/8 20:00,71174,76200,60.215
2011/2/8 21:00,68367,71300,52.058
2011/2/8 22:00,67714,67300,53.767
2011/2/8 23:00,66681,70500,48.264
2011/2/9 0:00,64829,68600,43.917
2011/2/9 1:00,64905,64800,43.349
2011/2/9 2:00,64675,65900,40.938
2011/2/9 3:00,63707,62900,39.5
2011/2/9 4:00,63137,61200,39.484
2011/2/9 5:00,64660,61600,44.292
2011/2/9 6:00,66006,65400,50.089
2011/2/9 7:00,73175,72100,64.4
2011/2/9 8:00,74652,76600,67.108
2011/2/9 9:00,74746,77500,66.035
2011/2/9 10:00,73543,77300,65.873
2011/2/9 11:00,73202,76500,65
2011/2/9 12:00,72985,76700,63.289
2011/2/9 13:00,71737,76400,62.409
2011/2/9 14:00,70506,73600,59.052
2011/2/9 15:00,68484,71000,53.825
2011/2/9 16:00,68154,69400,53.617
2011/2/9 17:00,71097,69000,63.277
2011/2/9 18:00,74660,72300,70.29
2011/2/9 19:00,75958,79500,66.579
2011/2/9 20:00,71850,76900,59.772
2011/2/9 21:00,67918,72200,49.16
2011/2/9 22:00,67156,68200,49.84
2011/2/9 23:00,67115,71500,46.5
2011/2/10 0:00,65507,67900,45.63
2011/2/10 1:00,64912,63700,44.581
2011/2/10 2:00,65159,64900,42.984
2011/2/10 3:00,63889,62000,39.94
2011/2/10 4:00,63651,60100,39.988
2011/2/10 5:00,63923,60500,44.894
2011/2/10 6:00,66399,64300,53.197
2011/2/10 7:00,72328,72300,63.953
2011/2/10 8:00,73642,76700,65.909
2011/2/10 9:00,72874,76100,63.185
2011/2/10 10:00,72026,75400,62.92
2011/2/10 11:00,71879,74700,61.939
2011/2/10 12:00,70485,74800,58.598
2011/2/10 13:00,69891,74100,56.277
2011/2/10 14:00,68852,71700,53.524
2011/2/10 15:00,67858,68900,50.542
2011/2/10 16:00,68038,67700,50.08
2011/2/10 17:00,69577,67100,59.017
2011/2/10 18:00,72286,70300,66.151
2011/2/10 19:00,73468,77400,65.087
2011/2/10 20:00,69259,74400,58.585
2011/2/10 21:00,66688,69600,50.796
2011/2/10 22:00,66595,65700,51.272
2011/2/10 23:00,65624,68600,48.09
2011/2/11 0:00,64446,66500,44.951
2011/2/11 1:00,62890,62700,43.26
2011/2/11 2:00,62640,63600,41.112
2011/2/11 3:00,62046,60500,37.025
2011/2/11 4:00,62198,58700,39.065
2011/2/11 5:00,62684,59200,44.196
2011/2/11 6:00,64176,63200,50.295
2011/2/11 7:00,69304,71000,61.017
2011/2/11 8:00,71343,75500,64.071
2011/2/11 9:00,72031,74900,63.398
2011/2/11 10:00,71177,74000,63.289
2011/2/11 11:00,70026,73000,62.116
2011/2/11 12:00,68591,72300,60.903
2011/2/11 13:00,67361,71900,57.987
2011/2/11 14:00,65933,68700,51.622
2011/2/11 15:00,64690,66200,49.816
2011/2/11 16:00,64218,64700,48.583
2011/2/11 17:00,65694,64100,53.704
2011/2/11 18:00,68965,67300,65.774
2011/2/11 19:00,70450,74000,64.377
2011/2/11 20:00,67741,71100,57.715
2011/2/11 21:00,65746,67300,50.5
2011/2/11 22:00,65020,64300,53.026
2011/2/11 23:00,64256,67500,51.861
2011/2/12 0:00,62272,65600,46.15
2011/2/12 1:00,61591,61000,46.264
2011/2/12 2:00,61433,61500,44.412
2011/2/12 3:00,61328,58300,37.995
2011/2/12 4:00,61215,56300,39.972
2011/2/12 5:00,61447,55600,40.96
2011/2/12 6:00,61482,57200,44.298
2011/2/12 7:00,62340,59500,46.951
2011/2/12 8:00,64095,62000,51.114
2011/2/12 9:00,66675,64300,56.826
2011/2/12 10:00,67289,66100,58.806
2011/2/12 11:00,66378,65400,58.041
2011/2/12 12:00,66417,65300,58.031
2011/2/12 13:00,64510,66500,53.112
2011/2/12 14:00,62990,62400,47.202
2011/2/12 15:00,62415,59900,44.05
2011/2/12 16:00,62435,58300,46.07
2011/2/12 17:00,63765,57700,49.943
2011/2/12 18:00,68008,61000,64.068
2011/2/12 19:00,68302,67600,61.871
2011/2/12 20:00,65938,66000,52.501
2011/2/12 21:00,63370,63100,46.052
2011/2/12 22:00,63181,61100,48.192
2011/2/12 23:00,63983,65000,46
2011/2/13 0:00,61531,64000,45.594
2011/2/13 1:00,60328,60000,45.943
2011/2/13 2:00,60300,60300,38.075
2011/2/13 3:00,59208,57000,35.066
2011/2/13 4:00,59206,54500,28.689
2011/2/13 5:00,59287,53400,23.363
2011/2/13 6:00,58965,53600,20.364
2011/2/13 7:00,59450,54400,21.538
2011/2/13 8:00,60637,55000,34.821
2011/2/13 9:00,61007,57500,44.752
2011/2/13 10:00,63034,60100,47.655
2011/2/13 11:00,64342,61400,51.512
2011/2/13 12:00,63839,62300,54.685
2011/2/13 13:00,62992,64400,47.07
2011/2/13 14:00,61229,59300,44.049
2011/2/13 15:00,60662,56400,39.136
2011/2/13 16:00,60823,54600,37.917
2011/2/13 17:00,61246,54400,44.562
2011/2/13 18:00,66091,58100,58.048
2011/2/13 19:00,68370,65900,60.199
2011/2/13 20:00,65032,66200,52.92
2011/2/13 21:00,62238,63300,47.179
2011/2/13 22:00,61478,61300,47.229
2011/2/13 23:00,60681,64400,45.515
2011/2/14 0:00,59691,61200,40.5
2011/2/14 1:00,59173,58200,40.363
2011/2/14 2:00,59823,59000,32.013
2011/2/14 3:00,59508,56100,20.325
2011/2/14 4:00,58877,54300,17.257
2011/2/14 5:00,60221,55200,25.058
2011/2/14 6:00,62262,59300,43.395
2011/2/14 7:00,66811,67500,59.457
2011/2/14 8:00,69167,71900,62.432
2011/2/14 9:00,69944,72400,63.351
2011/2/14 10:00,70003,72300,62.44
2011/2/14 11:00,70244,72100,64.847
2011/2/14 12:00,69674,72500,61.908
2011/2/14 13:00,69592,73100,60.486
2011/2/14 14:00,68603,70700,57.199
2011/2/14 15:00,66872,68100,53.021
2011/2/14 16:00,67668,66500,51.073
2011/2/14 17:00,69346,66200,58.955
2011/2/14 18:00,72366,68800,69.219
2011/2/14 19:00,74486,76200,68.367
2011/2/14 20:00,70201,73500,61.279
2011/2/14 21:00,66490,69000,49.076
2011/2/14 22:00,65591,65800,49.219
2011/2/14 23:00,65514,68700,48.11
2011/2/15 0:00,64547,67200,47.115
2011/2/15 1:00,63465,63600,45.038
2011/2/15 2:00,63075,64300,41.042
2011/2/15 3:00,62225,61500,39.96
2011/2/15 4:00,62566,59500,39.892
2011/2/15 5:00,63782,60100,45.024
2011/2/15 6:00,64716,63900,50.681
2011/2/15 7:00,68922,71800,64.596
2011/2/15 8:00,70112,75900,66.268
2011/2/15 9:00,71099,75700,65.675
2011/2/15 10:00,70752,75500,65.666
2011/2/15 11:00,71112,75100,65.648
2011/2/15 12:00,71017,75200,64.703
2011/2/15 13:00,70300,75100,63.267
2011/2/15 14:00,69269,72700,59.445
2011/2/15 15:00,67627,70100,55.101
2011/2/15 16:00,67130,68600,53.194
2011/2/15 17:00,69076,68100,61.173
2011/2/15 18:00,71727,70500,69.162
2011/2/15 19:00,72758,77900,67.607
2011/2/15 20:00,68604,75100,62.41
2011/2/15 21:00,66466,70600,47.931
2011/2/15 22:00,66259,67200,50.526
2011/2/15 23:00,65238,70100,46.307
2011/2/16 0:00,65079,67100,44.849
2011/2/16 1:00,64052,63100,44.07
2011/2/16 2:00,64316,63700,41.61
2011/2/16 3:00,63964,60700,38.831
2011/2/16 4:00,64172,58800,39.315
2011/2/16 5:00,65119,59300,45
2011/2/16 6:00,66451,62900,46.506
2011/2/16 7:00,69461,69800,61.193
2011/2/16 8:00,71159,73700,64.774
2011/2/16 9:00,71332,75000,65.611
2011/2/16 10:00,72036,74900,65.051
2011/2/16 11:00,72011,74200,64.501
2011/2/16 12:00,71193,74400,62.005
2011/2/16 13:00,70552,74400,61.186
2011/2/16 14:00,68831,71900,57.064
2011/2/16 15:00,67637,69100,53.024
2011/2/16 16:00,67136,67500,52.272
2011/2/16 17:00,68374,66800,58.974
2011/2/16 18:00,71791,69400,69.968
2011/2/16 19:00,73991,77000,67.21
2011/2/16 20:00,69894,73900,57.824
2011/2/16 21:00,65629,69500,48.63
2011/2/16 22:00,65185,66400,50.827
2011/2/16 23:00,65078,69400,47.43
2011/2/17 0:00,64592,66000,44.788
2011/2/17 1:00,63469,61800,45.061
2011/2/17 2:00,63783,64200,43.67
2011/2/17 3:00,62993,61500,42.315
2011/2/17 4:00,62924,59400,41
2011/2/17 5:00,63849,59500,44.913
2011/2/17 6:00,65410,63500,51.929
2011/2/17 7:00,69262,70500,64.001
2011/2/17 8:00,70499,74200,65.004
2011/2/17 9:00,70594,74400,65.638
2011/2/17 10:00,70810,74400,65.095
2011/2/17 11:00,71163,74000,65.202
2011/2/17 12:00,70745,74100,65.397
2011/2/17 13:00,70080,74000,63.924
2011/2/17 14:00,68382,71600,60.386
2011/2/17 15:00,67425,68700,53.199
2011/2/17 16:00,66968,67400,52.428
2011/2/17 17:00,68314,66600,61.044
2011/2/17 18:00,71918,69700,74.943
2011/2/17 19:00,74298,77100,68.99
2011/2/17 20:00,70658,74400,64.439
2011/2/17 21:00,66587,70100,52.769
2011/2/17 22:00,65503,66800,53.153
2011/2/17 23:00,65601,70000,48.656
2011/2/18 0:00,64619,66800,47.977
2011/2/18 1:00,63943,62800,48.118
2011/2/18 2:00,64076,65200,46.616
2011/2/18 3:00,63815,62300,44.94
2011/2/18 4:00,63650,60400,45.04
2011/2/18 5:00,63865,60800,47.369
2011/2/18 6:00,65517,64600,53.024
2011/2/18 7:00,69946,71900,65.867
2011/2/18 8:00,72314,75500,68.45
2011/2/18 9:00,72825,75700,68.913
2011/2/18 10:00,72652,75900,66.09
2011/2/18 11:00,72235,75600,66.01
2011/2/18 12:00,71755,75700,65.932
2011/2/18 13:00,70432,75700,63.209
2011/2/18 14:00,69302,72700,61.028
2011/2/18 15:00,67263,69800,54.357
2011/2/18 16:00,66545,67600,52.498
2011/2/18 17:00,68541,67000,62.072
2011/2/18 18:00,71343,69300,68.406
2011/2/18 19:00,72522,76200,66.703
2011/2/18 20:00,68692,73900,60.037
2011/2/18 21:00,65584,70400,50.314
2011/2/18 22:00,65328,67400,54.579
2011/2/18 23:00,65028,70700,50.484
2011/2/19 0:00,64620,67100,52.808
2011/2/19 1:00,62640,62300,51.138
2011/2/19 2:00,61800,64500,48.466
2011/2/19 3:00,61032,61000,44.463
2011/2/19 4:00,61103,58500,43.891
2011/2/19 5:00,61208,57700,43.47
2011/2/19 6:00,61569,58900,43.079
2011/2/19 7:00,62317,61200,43.81
2011/2/19 8:00,64074,62600,47.465
2011/2/19 9:00,66684,65300,54.778
2011/2/19 10:00,67888,67400,56
2011/2/19 11:00,68379,67200,56.02
2011/2/19 12:00,67957,67600,54.44
2011/2/19 13:00,65938,68600,49.616
2011/2/19 14:00,64561,64400,47.099
2011/2/19 15:00,64059,61700,45.05
2011/2/19 16:00,64305,59700,45.339
2011/2/19 17:00,65352,59200,49.548
2011/2/19 18:00,68493,61300,63.056
2011/2/19 19:00,68869,68600,61.02
2011/2/19 20:00,65366,66700,51.21
2011/2/19 21:00,63005,63900,46.5
2011/2/19 22:00,63392,62100,52.039
2011/2/19 23:00,63442,66200,50.872
2011/2/20 0:00,61073,65200,47.827
2011/2/20 1:00,59773,61000,44.832
2011/2/20 2:00,59946,61600,42.229
2011/2/20 3:00,59282,58200,38.973
2011/2/20 4:00,58868,55500,36.721
2011/2/20 5:00,58762,54300,38.256
2011/2/20 6:00,58825,54300,31.529
2011/2/20 7:00,59374,55400,31.023
2011/2/20 8:00,59622,55200,39.408
2011/2/20 9:00,60751,58000,43.73
2011/2/20 10:00,61643,60700,46.064
2011/2/20 11:00,62623,62200,49.94
2011/2/20 12:00,62523,63200,50.836
2011/2/20 13:00,61595,64800,45.11
2011/2/20 14:00,60825,59800,43.071
2011/2/20 15:00,61104,57300,41.699
2011/2/20 16:00,61165,55100,41.225
2011/2/20 17:00,62151,55200,47.872
2011/2/20 18:00,65826,57600,60.923
2011/2/20 19:00,67727,65900,63.933
2011/2/20 20:00,65537,66200,61.073
2011/2/20 21:00,64203,64000,54.898
2011/2/20 22:00,64397,62200,60.032
2011/2/20 23:00,63778,65600,52.811
2011/2/21 0:00,60491,63400,47.44
2011/2/21 1:00,59559,60200,45.127
2011/2/21 2:00,60216,61400,43.093
2011/2/21 3:00,60127,58500,40.216
2011/2/21 4:00,60604,56600,42.44
2011/2/21 5:00,61077,57500,46.846
2011/2/21 6:00,64304,61500,64.867
2011/2/21 7:00,67813,68100,69.048
2011/2/21 8:00,70028,71500,66.949
2011/2/21 9:00,70292,72500,66.876
2011/2/21 10:00,70019,72900,66.357
2011/2/21 11:00,70418,72500,66.002
2011/2/21 12:00,70116,73100,65.691
2011/2/21 13:00,69699,73500,64.015
2011/2/21 14:00,68853,71100,62.274
2011/2/21 15:00,68990,68900,59
2011/2/21 16:00,68340,66800,58.902
2011/2/21 17:00,70247,66500,62.972
2011/2/21 18:00,72176,68100,71.591
2011/2/21 19:00,73890,75600,69.483
2011/2/21 20:00,69827,72900,64.783
2011/2/21 21:00,66116,68700,54.94
2011/2/21 22:00,65605,65600,59.026
2011/2/21 23:00,65204,68800,50.989
2011/2/22 0:00,64060,64500,44.93
2011/2/22 1:00,62769,60900,45.292
2011/2/22 2:00,62355,63600,44.941
2011/2/22 3:00,62687,60700,43.009
2011/2/22 4:00,63601,58400,43.165
2011/2/22 5:00,63844,58700,44.765
2011/2/22 6:00,64364,62700,48.084
2011/2/22 7:00,68281,68800,64.15
2011/2/22 8:00,70277,71600,66.987
2011/2/22 9:00,71510,72400,68.085
2011/2/22 10:00,72336,73100,67.818
2011/2/22 11:00,71622,73300,67.956
2011/2/22 12:00,70327,74100,66.906
2011/2/22 13:00,69316,74200,66.709
2011/2/22 14:00,68728,71700,63.192
2011/2/22 15:00,67463,69700,60.703
2011/2/22 16:00,67804,68200,58.204
2011/2/22 17:00,68849,67600,65.063
2011/2/22 18:00,72011,69000,76.23
2011/2/22 19:00,73733,76400,73.848
2011/2/22 20:00,70516,73800,66.927
2011/2/22 21:00,66436,69800,58.813
2011/2/22 22:00,65162,66500,55.797
2011/2/22 23:00,64643,69600,49.002
2011/2/23 0:00,64237,67100,48.877
2011/2/23 1:00,63882,62900,49.101
2011/2/23 2:00,64233,65600,47.008
2011/2/23 3:00,63993,62600,45.824
2011/2/23 4:00,64117,60500,44.95
2011/2/23 5:00,64908,61000,47.19
2011/2/23 6:00,66296,64600,56.002
2011/2/23 7:00,70514,69900,66.616
2011/2/23 8:00,71941,72000,69.535
2011/2/23 9:00,71878,74000,69.556
2011/2/23 10:00,71461,74500,68.361
2011/2/23 11:00,71659,74200,68.001
2011/2/23 12:00,70259,74700,66.943
2011/2/23 13:00,70225,74400,66.256
2011/2/23 14:00,69420,71800,65.006
2011/2/23 15:00,68121,69500,60.848
2011/2/23 16:00,67880,67900,57.949
2011/2/23 17:00,68952,67000,62.244
2011/2/23 18:00,72369,68200,74.967
2011/2/23 19:00,74225,75500,70.976
2011/2/23 20:00,70224,73100,62.493
2011/2/23 21:00,66936,68900,53.632
2011/2/23 22:00,65662,65500,50
2011/2/23 23:00,64790,68600,47.981
2011/2/24 0:00,64285,66400,46.496
2011/2/24 1:00,63300,62400,45.951
2011/2/24 2:00,63180,64900,44.144
2011/2/24 3:00,62765,61900,42.51
2011/2/24 4:00,62598,59400,42.366
2011/2/24 5:00,63512,59600,45.72
2011/2/24 6:00,64995,63000,53.023
2011/2/24 7:00,68852,68700,65.706
2011/2/24 8:00,70582,70900,66.352
2011/2/24 9:00,72640,71600,66.919
2011/2/24 10:00,72504,71800,67.04
2011/2/24 11:00,72837,71500,67.5
2011/2/24 12:00,71931,71900,65.808
2011/2/24 13:00,71967,71600,65.459
2011/2/24 14:00,71054,69200,63
2011/2/24 15:00,69989,67300,60.886
2011/2/24 16:00,69789,65400,59.718
2011/2/24 17:00,69949,64200,63.576
2011/2/24 18:00,72419,65600,71.188
2011/2/24 19:00,74963,72800,70.406
2011/2/24 20:00,71260,70400,65.089
2011/2/24 21:00,67406,66300,56.181
2011/2/24 22:00,65810,63000,53.025
2011/2/24 23:00,65262,66300,51.572
2011/2/25 0:00,64981,66200,47.083
2011/2/25 1:00,64147,62200,46.252
2011/2/25 2:00,63737,62800,44.946
2011/2/25 3:00,62667,59900,43.86
2011/2/25 4:00,62525,57800,43.58
2011/2/25 5:00,63413,58100,46.905
2011/2/25 6:00,65511,61500,50.362
2011/2/25 7:00,69587,68400,66.252
2011/2/25 8:00,70287,71100,68.091
2011/2/25 9:00,70831,71900,67.502
2011/2/25 10:00,70334,72100,67.132
2011/2/25 11:00,70186,71300,65.909
2011/2/25 12:00,70264,71200,64.49
2011/2/25 13:00,68465,70900,63.064
2011/2/25 14:00,67138,68000,58.566
2011/2/25 15:00,65425,65700,54.93
2011/2/25 16:00,65586,63400,55.215
2011/2/25 17:00,66447,62400,60.188
2011/2/25 18:00,69811,64200,69.905
2011/2/25 19:00,71125,71000,66.191
2011/2/25 20:00,68639,69000,54.601
2011/2/25 21:00,64912,65500,47.628
2011/2/25 22:00,64639,62700,49.439
2011/2/25 23:00,63988,66200,48.066
2011/2/26 0:00,62872,64900,53.456
2011/2/26 1:00,60627,60300,49.723
2011/2/26 2:00,60119,60200,45.659
2011/2/26 3:00,59275,56800,44.93
2011/2/26 4:00,59338,54300,44.08
2011/2/26 5:00,59654,53400,43.913
2011/2/26 6:00,59960,54600,44.03
2011/2/26 7:00,60917,56100,44.94
2011/2/26 8:00,62023,57200,49.8
2011/2/26 9:00,63548,60800,52.638
2011/2/26 10:00,64053,63700,53.607
2011/2/26 11:00,64200,63800,54.635
2011/2/26 12:00,63870,64500,54.615
2011/2/26 13:00,62134,65900,51.33
2011/2/26 14:00,61232,62000,49.081
2011/2/26 15:00,61121,59800,48.042
2011/2/26 16:00,60912,57500,46.369
2011/2/26 17:00,61043,56800,47.089
2011/2/26 18:00,64460,58800,57.961
2011/2/26 19:00,66858,65700,61.97
2011/2/26 20:00,64992,64800,53.194
2011/2/26 21:00,61783,62000,48.973
2011/2/26 22:00,61602,59900,49.579
2011/2/26 23:00,62178,64000,48.874
2011/2/27 0:00,60042,62700,47.831
2011/2/27 1:00,58367,58500,46.823
2011/2/27 2:00,58151,58600,44.434
2011/2/27 3:00,57059,55200,42.44
2011/2/27 4:00,56727,52700,41.467
2011/2/27 5:00,56767,51500,41.553
2011/2/27 6:00,57728,51700,37.635
2011/2/27 7:00,58321,51600,36.748
2011/2/27 8:00,58499,51300,42.911
2011/2/27 9:00,59888,54900,47.23
2011/2/27 10:00,60915,58100,52.131
2011/2/27 11:00,62287,59700,53.958
2011/2/27 12:00,62234,60900,55
2011/2/27 13:00,60785,62800,49.96
2011/2/27 14:00,59928,58400,46.679
2011/2/27 15:00,59993,56100,44.06
2011/2/27 16:00,59920,54600,38.381
2011/2/27 17:00,60750,54200,45.23
2011/2/27 18:00,64505,56600,60.485
2011/2/27 19:00,68187,64300,67.928
2011/2/27 20:00,67303,65700,62.927
2011/2/27 21:00,66592,63300,56.19
2011/2/27 22:00,65745,61200,60.671
2011/2/27 23:00,65334,64700,55.974
2011/2/28 0:00,62251,63400,49.152
2011/2/28 1:00,61090,59800,45.54
2011/2/28 2:00,61003,60900,43.941
2011/2/28 3:00,61407,58100,41.554
2011/2/28 4:00,61451,56500,42.54
2011/2/28 5:00,61932,57400,47.866
2011/2/28 6:00,64593,61400,58.774
2011/2/28 7:00,68723,66900,70.744
2011/2/28 8:00,70437,69600,70.99
2011/2/28 9:00,71033,71300,70.942
2011/2/28 10:00,70992,72200,68.904
2011/2/28 11:00,71037,72400,68.4
2011/2/28 12:00,71342,73200,67.979
2011/2/28 13:00,71181,73500,66.129
2011/2/28 14:00,70672,71200,64.489
2011/2/28 15:00,70278,68900,61.928
2011/2/28 16:00,69520,67400,60.426
2011/2/28 17:00,70239,66900,63.992
2011/2/28 18:00,72250,68400,75.255
2011/2/28 19:00,74529,75600,72.731
2011/2/28 20:00,70909,74200,67.477
2011/2/28 21:00,67640,69500,55.207
2011/2/28 22:00,66092,66200,56.117
2011/2/28 23:00,65834,69500,52.43
2011/3/1 0:00,65257,67100,47.444
2011/3/1 1:00,64134,63300,47.737
2011/3/1 2:00,64378,65900,44.993
2011/3/1 3:00,63767,63000,44.187
2011/3/1 4:00,63987,61100,43.7
2011/3/1 5:00,64513,61300,46.277
2011/3/1 6:00,66233,65100,55.607
2011/3/1 7:00,70065,70200,68.136
2011/3/1 8:00,72521,72400,69.534
2011/3/1 9:00,72868,73500,68.635
2011/3/1 10:00,72162,73900,67.672
2011/3/1 11:00,71513,73800,67.049
2011/3/1 12:00,70753,74300,64.045
2011/3/1 13:00,69649,74200,62.3
2011/3/1 14:00,68748,71600,60.334
2011/3/1 15:00,68009,69400,57.948
2011/3/1 16:00,67781,67900,54.421
2011/3/1 17:00,69373,67000,62.05
2011/3/1 18:00,71799,68400,73.277
2011/3/1 19:00,73643,75900,71.552
2011/3/1 20:00,70488,74200,65.713
2011/3/1 21:00,67316,69700,53.315
2011/3/1 22:00,65901,66500,52.445
2011/3/1 23:00,65289,69700,49.716
2011/3/2 0:00,64458,69300,47.854
2011/3/2 1:00,63525,64900,46.273
2011/3/2 2:00,63361,66200,45.734
2011/3/2 3:00,62186,63300,44.212
2011/3/2 4:00,62289,61800,44.178
2011/3/2 5:00,63674,62000,45.191
2011/3/2 6:00,65097,65700,52.326
2011/3/2 7:00,69251,71800,67.035
2011/3/2 8:00,70952,74500,67.904
2011/3/2 9:00,71059,76800,66.272
2011/3/2 10:00,70554,77400,63.759
2011/3/2 11:00,70266,77200,62.308
2011/3/2 12:00,69239,77600,61.197
2011/3/2 13:00,68064,77200,56.199
2011/3/2 14:00,67494,74800,53.026
2011/3/2 15:00,66555,72300,50.053
2011/3/2 16:00,65718,70800,49.924
2011/3/2 17:00,67327,69500,58.956
2011/3/2 18:00,69294,70900,68.281
2011/3/2 19:00,72850,78500,68.627
2011/3/2 20:00,70965,76200,65.65
2011/3/2 21:00,66587,72000,55.138
2011/3/2 22:00,65788,68700,53.196
2011/3/2 23:00,65802,71800,49.05
2011/3/3 0:00,63931,69500,48.561
2011/3/3 1:00,62775,65100,48.168
2011/3/3 2:00,62668,66200,46.209
2011/3/3 3:00,61696,63600,45.12
2011/3/3 4:00,62402,61600,45.469
2011/3/3 5:00,62951,62200,49.796
2011/3/3 6:00,65852,66100,62.65
2011/3/3 7:00,68150,72100,66.48
2011/3/3 8:00,69628,74700,67.253
2011/3/3 9:00,69966,75900,66.406
2011/3/3 10:00,69164,76300,65.745
2011/3/3 11:00,68462,75800,65.018
2011/3/3 12:00,67081,75900,64.065
2011/3/3 13:00,66106,75300,61.802
2011/3/3 14:00,65596,72900,57.313
2011/3/3 15:00,64319,70300,55.025
2011/3/3 16:00,64342,68600,54.326
2011/3/3 17:00,66314,67400,62.067
2011/3/3 18:00,69361,69200,71.326
2011/3/3 19:00,73319,76900,73.172
2011/3/3 20:00,70397,75400,65.756
2011/3/3 21:00,66970,71600,61.199
2011/3/3 22:00,65824,68400,61.966
2011/3/3 23:00,65520,71800,54.248
2011/3/4 0:00,63120,71000,51.398
2011/3/4 1:00,62963,66600,53.023
2011/3/4 2:00,62401,67200,49.06
2011/3/4 3:00,62102,64600,47.44
2011/3/4 4:00,61773,62700,49.121
2011/3/4 5:00,62942,63400,49.913
2011/3/4 6:00,65791,67200,62.941
2011/3/4 7:00,68864,73600,70.894
2011/3/4 8:00,71204,76300,71.835
2011/3/4 9:00,71019,77300,69.93
2011/3/4 10:00,70104,77200,70.329
2011/3/4 11:00,68954,76000,67.162
2011/3/4 12:00,67384,75300,64.571
2011/3/4 13:00,66221,74800,62.34
2011/3/4 14:00,62351,71300,56.832
2011/3/4 15:00,60487,68500,53.054
2011/3/4 16:00,63034,66500,52.205
2011/3/4 17:00,64516,65200,61.195
2011/3/4 18:00,67300,67100,70.061
2011/3/4 19:00,71043,74600,73.972
2011/3/4 20:00,67920,73100,66.013
2011/3/4 21:00,64846,69600,57.923
2011/3/4 22:00,63438,67000,57.656
2011/3/4 23:00,62932,70800,55.571
